"term","estimate","std_error","t_value","p_value"
"(Intercept)",-4.65362340702455,11.8013723168696,-0.394329005311727,0.69337640620411
"quality_of_education",1.6875454941178,0.0392200606184823,43.0276105519978,5.88271675912576e-294
